4,2,32
3,0,8
2,12,64
10,11,8
2,10,32
9,0,8
10,12,64
4,6,8
10,1,64
3,2,8
7,11,32
13,10,64
8,9,32
6,8,8
10,12,8
7,4,8
7,6,64
5,3,64
0,6,32
12,11,64
7,9,8
1,2,64
10,7,8
1,13,32
2,12,8
9,13,64
9,8,32
9,10,8
4,2,64
2,6,32
11,8,64
7,8,64
7,0,32
7,5,32
0,1,64
8,3,32
13,2,64
4,8,32
8,5,64
8,6,32
0,8,64
6,9,64
8,5,32
10,5,8
2,4,8
3,12,8
0,2,8
11,7,8
12,10,32
13,7,32
9,8,32
5,3,64
7,1,32
4,5,32
10,4,64
3,12,32
1,2,32
2,13,8
10,8,8
3,8,8
3,6,64
1,3,64
7,12,64
8,5,32
5,0,8
4,1,32
5,13,8
4,7,64
5,10,8
4,12,64
9,13,64
8,2,8
8,10,64
10,7,32
13,2,32
3,11,64
6,8,32
12,1,64
9,2,64
5,12,8
0,12,8
6,2,64
5,0,32
0,2,32
12,10,8
8,12,64
13,3,8
5,2,32
9,5,64
2,12,64
11,1,32
13,0,32
1,13,32
9,7,8
5,10,64
2,10,64
6,11,64
13,5,8
13,12,8
5,13,64
13,10,32
5,4,64
12,13,32
2,3,64
10,0,8
1,0,32
5,7,32
8,2,32
12,0,32
12,1,8
11,5,64
7,1,64
8,3,64
9,8,64
12,6,32
7,5,32
13,1,32
7,12,8
1,10,8
10,13,8
3,6,64
10,2,8
0,3,32
12,4,32
13,8,8
5,6,64
8,0,32
4,10,64
5,11,32
13,2,64
1,9,8
13,2,32
5,13,8
8,3,64
10,6,8
1,8,8
4,8,64
12,7,32
7,11,8
12,2,8
11,9,32
2,8,32
1,2,32
8,0,32
0,1,8
0,12,8
4,1,32
5,2,64
2,11,32
12,7,32
13,11,64
3,0,8
5,11,32
13,4,32
1,10,64
3,11,8
11,3,64
8,6,8
0,8,32
1,8,8
12,10,64
2,4,64
3,10,32
0,5,8
3,10,32
0,5,8
5,10,64
0,1,64
8,0,32
4,13,8
9,0,32
13,11,32
12,10,32
3,9,8
13,5,64
4,10,8
0,5,32
5,1,8
2,7,64
0,7,64
5,1,32
8,0,8
7,8,32
3,9,8
13,0,32
3,8,32
5,6,64
10,11,64
12,2,8
2,11,64
8,1,32
12,0,64
0,10,64
7,10,64
6,2,64
6,11,32
0,5,64
8,10,32
5,8,64
11,9,8
