2,8,64
4,1,64
5,0,64
1,13,64
3,10,32
12,3,32
10,4,32
3,2,64
12,7,32
0,2,32
13,4,64
7,8,64
1,5,32
5,11,32
9,2,32
10,4,32
8,10,32
3,5,8
6,8,8
10,5,64
9,1,32
8,9,64
7,8,32
8,10,8
2,6,8
7,0,32
8,12,32
11,6,32
3,9,8
13,9,64
4,5,8
5,10,64
11,8,8
3,0,8
2,0,32
4,8,32
1,13,32
10,12,64
0,1,64
9,13,32
7,2,64
6,9,64
6,9,8
8,0,64
13,5,8
10,12,32
13,5,8
5,6,32
8,5,8
2,6,64
7,6,8
7,5,64
13,9,64
13,6,8
8,11,64
12,8,32
4,5,8
13,5,32
11,10,32
4,2,64
9,12,8
5,7,64
0,10,8
3,0,8
11,0,32
2,10,32
10,0,8
4,8,64
7,2,32
9,12,64
7,1,8
11,9,8
9,6,64
13,3,8
10,11,32
2,12,8
3,11,8
2,13,64
5,10,32
4,7,8
0,8,64
1,2,32
3,8,32
0,6,8
11,6,8
12,9,32
11,0,64
5,11,64
0,1,8
8,12,64
7,3,8
11,0,32
12,4,8
13,11,64
9,1,64
6,11,64
12,8,8
11,8,32
12,4,64
7,10,64
13,11,8
4,10,8
9,7,32
3,12,8
4,3,8
5,2,32
13,7,32
3,13,32
7,8,32
6,4,32
1,9,64
13,4,64
12,7,64
0,1,32
3,7,64
9,4,64
0,5,32
4,13,32
0,11,64
9,10,32
2,6,8
1,7,8
0,10,64
9,13,64
11,3,32
4,10,64
4,6,8
4,11,8
12,11,8
1,8,8
6,7,8
6,11,64
6,0,8
8,6,8
9,3,8
6,12,32
6,1,64
8,10,64
5,12,64
13,7,8
3,6,64
10,8,32
4,2,64
12,7,8
13,12,64
6,10,32
9,2,32
11,1,64
8,9,8
8,13,32
10,5,32
13,4,32
11,9,8
5,6,32
8,3,8
9,12,64
6,4,32
13,8,32
10,4,32
10,12,32
5,10,8
2,1,32
7,3,64
8,2,64
5,3,8
11,7,32
0,11,32
3,10,64
2,12,8
10,11,64
13,4,64
1,4,64
4,6,64
3,4,32
0,1,32
8,13,8
10,3,8
4,9,64
2,11,64
10,6,32
2,5,64
9,5,32
0,2,8
8,1,8
4,11,32
11,6,8
8,3,64
1,12,8
5,7,64
10,9,32
4,13,32
6,9,64
10,2,64
13,2,64
13,9,32
1,5,8
0,9,64
10,12,8
9,6,64
8,4,64
