9,2,8
8,2,8
8,2,8
8,7,32
13,6,8
1,12,32
11,3,64
10,9,32
2,5,32
9,5,64
9,2,64
8,3,8
11,9,32
7,2,8
8,13,8
0,8,8
4,13,8
7,4,64
7,9,8
13,5,64
0,8,8
6,0,64
12,2,32
11,3,8
4,9,8
3,7,8
2,11,8
4,10,32
2,12,8
6,12,8
7,5,64
7,11,8
3,13,32
13,2,32
4,11,32
3,2,64
4,11,64
6,9,32
4,1,32
0,3,8
1,8,64
2,0,8
0,10,8
13,12,32
0,10,32
10,9,8
9,3,32
13,12,32
5,13,8
2,10,8
8,12,8
9,2,8
10,12,64
1,2,8
13,12,32
0,13,8
13,6,32
9,5,8
4,3,32
10,4,64
2,5,8
10,1,8
11,13,32
9,12,8
5,12,32
7,3,32
6,13,8
7,0,32
7,13,32
4,9,64
5,2,64
2,7,8
0,12,32
12,11,64
3,4,64
5,13,32
0,9,32
13,0,8
13,11,64
2,12,8
9,2,8
1,9,32
12,5,64
2,3,64
3,6,64
5,12,64
8,12,32
0,5,8
4,0,64
12,13,8
0,7,8
9,13,8
0,1,32
1,4,32
11,3,32
0,8,32
4,12,64
6,7,8
12,5,64
0,5,8
5,9,32
11,12,64
10,6,64
6,12,64
10,4,64
3,6,32
10,8,8
12,8,8
3,6,64
9,6,8
1,0,64
7,10,8
8,7,8
12,4,8
7,1,8
0,12,64
3,2,32
10,8,64
8,2,8
7,5,8
9,1,8
3,13,8
5,9,64
11,0,8
13,4,32
4,9,32
6,0,8
8,1,32
11,1,8
12,7,8
2,1,64
5,9,32
8,5,32
12,2,8
10,12,32
5,11,8
2,9,64
9,1,64
6,12,32
7,10,64
5,9,32
2,4,8
8,7,64
3,0,32
11,10,32
0,10,64
2,7,8
13,1,64
4,0,32
9,11,32
13,11,64
5,8,32
10,5,32
5,4,8
6,10,32
6,0,8
10,0,64
8,7,32
0,5,32
2,3,64
13,8,32
13,3,64
7,9,64
5,13,8
7,8,32
6,5,64
13,8,64
3,7,8
6,2,8
2,8,32
1,9,8
2,7,32
6,5,32
0,10,8
13,1,8
5,4,8
12,7,64
10,9,32
2,0,32
10,1,8
0,9,32
1,8,32
1,13,32
2,6,8
5,12,8
7,5,32
2,0,64
6,10,8
7,9,64
13,7,8
9,0,64
11,10,32
1,8,8
12,13,64
0,2,64
13,12,8
8,2,64
0,6,64
11,9,64
3,2,32
