10,12,8
9,3,64
13,6,8
4,7,64
11,1,8
13,0,64
6,1,8
6,1,32
11,4,32
8,10,32
10,0,8
6,1,8
8,0,64
4,8,64
10,3,32
10,7,64
6,3,64
8,0,32
13,2,64
3,2,32
3,9,8
13,3,8
6,9,64
12,2,32
1,2,8
4,7,8
8,1,8
11,13,8
10,6,64
6,7,32
11,3,8
4,1,8
13,1,32
7,2,64
2,3,32
13,7,64
13,5,64
2,12,64
8,12,32
1,7,8
9,4,64
1,4,64
0,4,32
6,3,32
0,8,32
0,4,8
4,3,8
8,9,32
9,10,32
9,0,64
11,10,64
2,12,32
6,0,8
4,13,8
3,11,8
11,1,8
12,11,64
3,1,32
10,13,64
9,1,32
4,7,8
0,1,32
8,6,8
13,3,32
10,3,64
4,11,32
3,6,8
13,2,8
4,10,8
1,0,64
5,0,32
6,13,64
6,5,32
4,1,8
1,10,8
8,1,64
7,6,8
6,2,8
13,4,64
8,10,8
6,8,8
4,9,32
13,1,64
10,9,8
8,0,8
12,7,64
4,3,32
7,4,8
5,6,32
5,10,64
9,0,8
11,7,8
4,6,8
4,10,32
13,3,32
3,2,8
0,1,32
13,2,32
11,8,8
8,3,8
13,1,32
8,9,8
11,9,32
5,13,32
1,11,32
8,12,32
6,1,8
13,2,64
6,7,64
6,10,64
6,7,8
3,10,8
2,12,8
6,1,32
0,7,32
4,9,32
6,13,32
5,0,32
5,6,8
2,0,32
5,10,64
7,2,32
13,7,64
3,12,64
2,9,32
1,3,8
6,2,8
4,9,32
7,3,64
0,8,32
10,8,64
3,6,32
0,4,32
5,8,64
6,5,32
4,2,64
2,4,64
3,12,32
5,12,8
10,0,8
11,8,32
3,10,8
10,11,64
13,6,64
1,9,64
4,8,64
10,4,32
12,7,64
3,7,32
7,12,8
9,3,8
10,4,32
10,8,32
12,10,64
9,12,8
3,11,32
1,7,8
9,11,8
13,3,64
0,6,64
10,5,8
11,2,64
11,9,32
10,8,8
9,10,8
9,12,64
12,1,8
4,7,64
10,9,32
10,8,8
2,13,8
13,7,32
13,8,8
8,2,64
10,0,8
7,2,32
1,12,8
5,2,32
11,4,8
5,0,64
9,2,8
5,13,32
4,7,64
1,7,64
7,1,32
0,9,64
1,4,64
2,9,64
10,4,32
10,8,64
1,6,8
11,1,8
5,4,8
10,13,8
7,9,8
0,1,8
5,6,8
8,10,8
4,3,8
1,6,32
