2,12,8
2,0,8
10,1,8
12,13,8
2,10,32
6,0,8
3,6,8
6,8,64
8,2,32
2,8,64
3,6,64
13,1,8
5,0,32
11,1,32
7,5,8
4,7,32
1,8,64
4,6,64
5,8,8
6,1,32
12,1,32
9,0,32
12,4,8
3,8,64
1,6,8
1,6,64
10,8,8
3,5,64
0,6,8
4,7,32
11,12,8
8,7,8
0,5,64
13,0,64
2,6,64
11,7,64
3,10,32
3,1,8
4,7,64
1,9,64
5,9,64
1,2,8
11,2,32
12,6,8
1,4,8
11,0,32
10,8,32
12,3,32
4,12,64
1,7,64
3,2,32
2,6,64
10,6,64
4,6,64
3,5,64
11,1,64
6,1,8
12,11,32
12,8,8
9,13,64
9,5,8
7,13,64
8,13,64
4,7,8
5,1,32
13,6,64
10,4,8
6,5,64
4,1,8
1,11,8
9,6,64
10,6,32
7,11,64
1,0,32
0,2,64
10,1,8
10,7,8
5,12,64
5,9,32
6,12,32
11,13,64
6,9,64
10,0,32
11,3,64
5,3,32
11,13,64
5,12,32
10,2,64
12,2,32
4,12,8
13,2,64
5,1,8
9,3,64
6,10,8
12,10,32
6,7,64
11,6,64
6,9,8
1,7,8
6,0,32
6,11,8
3,5,64
0,8,64
9,2,32
1,5,64
8,12,64
2,4,8
13,7,8
7,10,64
10,9,64
7,4,8
8,1,32
6,5,32
11,4,64
5,7,64
11,3,8
3,4,8
12,0,32
12,13,64
1,5,32
6,8,8
7,1,64
6,2,8
10,7,32
1,10,8
12,6,8
7,12,8
7,9,32
12,11,32
0,6,32
10,2,8
4,0,32
4,12,32
0,6,64
1,13,64
1,3,64
10,6,64
10,3,8
7,5,32
4,0,64
8,0,8
3,13,64
4,3,64
0,2,64
5,1,32
8,11,64
4,13,32
0,12,32
3,13,64
3,2,8
5,13,64
6,1,8
1,12,32
1,8,32
12,1,64
7,9,32
1,7,32
13,5,64
9,11,32
7,8,32
5,9,64
3,4,64
5,11,32
8,13,64
12,3,32
10,4,8
2,3,32
3,12,64
6,2,64
5,4,32
3,5,8
7,12,8
4,9,8
13,6,8
4,8,8
3,9,64
3,2,32
11,8,8
2,11,8
1,8,32
11,2,64
2,3,8
7,2,32
10,7,32
1,0,64
5,2,8
9,1,32
0,9,32
1,2,64
4,6,32
5,7,8
9,7,32
9,0,64
2,5,64
7,11,8
7,10,32
5,10,32
9,7,32
13,9,64
13,8,8
