>,46.565,
-,1.0,
>,46.565,
-,1.0,
.,77.033203125,
.,39.102241516,
>,44.37,
-,1.0,
MAX REWD: 44.37 MODEL_ID: 1,
.,8.873748779,
.,13.441630363,
>,49.2625,
-,1.0,
.,81.424697876,
.,31.111423492,
>,37.795,
-,1.0,
MAX REWD: 37.795 MODEL_ID: 1,
.,10.784832954,
.,13.903612137,
.,9.464714050,
.,8.947224617,
.,8.963335037,
.,7.664450645,
.,8.515618324,
.,7.793906212,
.,9.088510513,
.,7.417882442,
.,8.490477562,
.,7.559818268,
.,8.871847153,
.,7.221510887,
.,9.371263504,
.,7.929712296,
.,7.594350815,
.,7.135640144,
.,7.943915367,
.,7.908572674,
.,9.779687881,
.,8.456825256,
.,8.948829651,
.,7.651872635,
.,8.824474335,
.,7.706883430,
.,7.671238899,
.,8.112092972,
.,8.999441147,
.,7.674748421,
.,8.604921341,
.,8.466940880,
.,8.864366531,
.,8.096076965,
.,8.030996323,
.,8.194612503,
.,9.006647110,
.,7.523066521,
.,8.127868652,
.,7.941953182,
>,39.895,
-,1.0,
MAX REWD: 39.895 MODEL_ID: 2,
.,7.897748947,
.,7.387851238,
.,8.437116623,
.,7.176060200,
.,8.063564301,
.,9.923933983,
.,8.482864380,
.,7.478786469,
.,8.600549698,
.,7.351743698,
.,7.857189178,
.,7.225386143,
>,6.7075,
-,1.0,
.,62.634410858,
.,28.473773956,
>,6.18,
-,1.0,
MAX REWD: 6.18 MODEL_ID: 1,
.,10.863813400,
.,10.985128403,
.,10.406426430,
.,9.103112221,
.,9.975450516,
.,7.980554581,
.,8.843978882,
.,8.389348984,
.,7.576950073,
.,9.307714462,
.,9.069686890,
.,8.389999390,
.,9.205233574,
.,8.127730370,
.,8.471525192,
.,9.947266579,
.,8.224150658,
.,8.371805191,
.,8.181115150,
.,9.568783760,
.,8.372870445,
.,7.651795387,
.,8.150590897,
.,8.264312744,
.,8.082248688,
.,8.037806511,
.,7.854200363,
.,7.806099415,
.,7.754765034,
.,7.684888840,
.,8.528848648,
.,8.279596329,
.,9.268991470,
.,8.183723450,
.,8.076985359,
.,9.425354958,
.,9.293998718,
.,7.780089855,
.,7.341387749,
.,8.319952965,
>,5.7375,
-,1.0,
MAX REWD: 6.18 MODEL_ID: 1,
.,8.664506912,
.,8.329349518,
.,8.479146957,
.,8.241380692,
.,8.433614731,
.,9.883726120,
.,8.977955818,
.,7.251738071,
.,7.812301636,
.,7.953301430,
.,7.605766773,
.,7.823998451,
.,8.547099113,
.,8.443301201,
.,7.982652187,
.,8.039428711,
.,8.707397461,
.,7.752158642,
.,7.569476604,
.,7.781577110,
.,7.961511612,
.,8.396766663,
.,7.898529530,
.,7.369763374,
.,8.035007477,
.,8.363649368,
.,7.617307663,
.,7.626284599,
.,8.489040375,
.,7.355561256,
.,8.329363823,
.,8.631780624,
.,8.111072540,
.,7.318978786,
.,9.012431145,
.,8.504675865,
.,9.353020668,
.,7.602173805,
.,7.724273682,
.,7.387371063,
>,6.1075,
-,1.0,
MAX REWD: 6.18 MODEL_ID: 1,
.,7.380434513,
.,8.494683266,
.,8.068788528,
.,8.571083069,
.,7.528391361,
.,7.781914711,
.,8.166512489,
.,7.481546402,
.,8.310029030,
.,7.794024467,
.,8.101106644,
.,6.995139599,
.,8.032755852,
.,8.734058380,
.,8.056934357,
.,7.589337349,
.,8.329322815,
.,7.787990570,
.,7.981505394,
.,7.445335388,
.,6.166327477,
.,5.885833740,
.,6.224682808,
.,6.337370872,
.,6.045571327,
.,6.175295353,
.,6.035284042,
.,6.529753208,
.,5.921935558,
.,5.708354950,
.,5.845669746,
.,6.005939007,
.,6.206127167,
.,6.625838280,
.,6.852284908,
.,5.681169987,
.,5.656020164,
.,5.663003445,
.,6.103865147,
.,6.113440037,
>,7.505,
-,1.0,
MAX REWD: 7.505 MODEL_ID: 4,
.,5.784931183,
.,5.685765743,
.,5.649569988,
.,5.646488667,
.,5.704046726,
.,5.690957546,
.,6.064869881,
.,5.644007206,
.,5.472128868,
.,5.876678944,
.,6.166294575,
.,5.895535469,
.,6.801372528,
.,6.183106422,
.,6.364049911,
.,5.589820862,
.,5.338722229,
.,5.509064674,
.,5.633120060,
.,5.417101860,
.,6.278570652,
.,5.487675667,
.,5.764441490,
.,5.447570801,
.,5.461739540,
.,6.909148216,
.,5.997013092,
.,5.439495087,
.,5.989181995,
.,6.157909870,
.,6.353024483,
.,5.749238968,
.,5.629818916,
.,5.462459564,
.,5.355761051,
.,5.695296764,
.,5.765454769,
.,5.615356445,
.,5.953877926,
.,6.626569748,
>,7.475,
-,0.9046104802746175,
MAX REWD: 7.505 MODEL_ID: 4,
.,6.114298820,
.,5.406474590,
.,5.654265404,
.,5.282635689,
.,5.564592838,
.,5.799535275,
.,5.655877590,
.,5.529039860,
.,5.460217953,
.,5.775623798,
.,6.074953079,
.,5.616301537,
.,5.422200680,
.,5.992209435,
.,6.270322800,
.,5.524351597,
.,6.094573975,
.,5.610149384,
.,5.706268311,
.,5.654971600,
.,5.882930756,
.,6.209385395,
.,6.220171452,
.,5.627677917,
.,6.722535610,
.,5.472440243,
.,5.299098015,
.,5.347843647,
.,5.287364960,
.,5.808313847,
.,5.225377083,
.,6.060196400,
.,5.434169292,
.,5.341604710,
.,5.320159912,
.,6.505594730,
.,5.447776794,
.,5.567077160,
.,5.888065338,
.,5.313591957,
>,8.315,
-,0.7402609576967045,
MAX REWD: 8.315 MODEL_ID: 6,
.,5.371202946,
.,6.414087296,
.,7.154006481,
.,5.040019035,
.,5.513447762,
.,5.970702171,
.,6.041057587,
.,5.316237450,
.,5.109569073,
.,5.536479950,
.,6.397734165,
.,5.533231735,
.,5.644960880,
.,5.394181252,
.,4.905601501,
.,5.214824677,
.,5.702907085,
.,5.003015041,
.,5.266943932,
.,4.989995480,
.,5.097378731,
.,5.135843754,
.,5.053687096,
.,5.451204300,
.,5.331492901,
.,4.971091270,
.,4.787044525,
.,5.620542049,
.,5.353385925,
.,4.837547302,
.,5.274176121,
.,4.820048332,
.,4.889416695,
.,5.128767490,
.,6.179074287,
.,5.222253799,
.,6.065288067,
.,5.916189671,
.,5.252524376,
.,5.409253597,
>,8.5125,
-,0.6057704364907278,
MAX REWD: 8.5125 MODEL_ID: 7,
.,5.114721298,
.,4.942763805,
.,5.010264874,
.,4.985538960,
.,4.918991089,
.,5.514434814,
.,5.074279308,
.,5.676509857,
.,4.978309155,
.,4.834080219,
.,4.784033775,
.,5.326467991,
.,5.068587780,
.,4.843856812,
.,4.852563858,
.,4.704035282,
.,4.934760094,
.,5.215250015,
.,4.628001690,
.,5.187860012,
.,4.703122139,
.,4.731852531,
.,5.563996315,
.,5.073490143,
.,5.020474434,
.,6.014999390,
.,5.265764236,
.,4.653000355,
.,4.876890659,
.,5.147792339,
.,4.593659401,
.,5.624238491,
.,4.870399952,
.,4.740436554,
.,5.362176418,
.,4.733909607,
.,5.153997421,
.,4.905771732,
.,4.679893017,
.,4.721324921,
>,8.2025,
-,0.49571413690105054,
MAX REWD: 8.5125 MODEL_ID: 7,
.,4.971997738,
.,4.656343460,
.,4.550197124,
.,5.527839661,
.,4.863852024,
.,4.564590454,
.,4.705907822,
.,4.905482769,
.,4.644216061,
.,4.738482952,
.,5.064835548,
.,4.530840397,
.,5.332419395,
.,5.573479176,
.,4.490462780,
.,4.867835999,
.,4.599608898,
.,4.798054695,
.,5.207435131,
.,4.524421692,
.,5.065855503,
.,5.293384552,
.,4.780236721,
.,4.525907993,
.,4.812671185,
.,4.647966385,
.,4.785907745,
.,5.634130478,
.,4.468158245,
.,5.735136986,
.,5.353150368,
.,4.842809677,
.,5.279558182,
.,5.074786663,
.,4.476973534,
.,4.320201874,
.,4.440754890,
.,4.389724731,
.,4.351834297,
.,5.337129116,
>,8.4975,
-,0.40565285250151817,
MAX REWD: 8.5125 MODEL_ID: 7,
.,5.653777599,
.,5.489357948,
.,4.401448250,
.,5.218554974,
.,4.481242180,
.,4.497920036,
.,4.349729538,
.,4.288974762,
.,4.538426399,
.,5.151741028,
.,5.587030888,
.,5.006422520,
.,4.195444107,
.,4.886153221,
.,4.467178345,
.,4.886804104,
.,4.526224613,
.,4.581642628,
.,4.241911411,
.,4.959203720,
.,4.572133064,
.,4.682771683,
.,4.743460178,
.,4.456751823,
.,5.177840233,
.,4.247830391,
.,4.574290276,
.,4.767610550,
.,4.442121029,
.,4.599352360,
.,4.871770859,
.,4.366204739,
.,4.533487320,
.,4.591642380,
.,4.460378647,
.,4.229920864,
.,5.021348953,
.,4.538457870,
.,4.547104836,
.,4.708279133,
>,9.0,
-,0.33195389135223546,
MAX REWD: 9.0 MODEL_ID: 10,
.,4.730341911,
.,4.628268242,
.,4.937973022,
.,4.367041588,
.,4.965598106,
.,4.177530289,
.,4.896238327,
.,4.674444199,
.,4.158998489,
.,5.106340885,
.,4.464818001,
.,4.810585022,
.,4.250588417,
.,4.612836361,
.,4.081604958,
.,4.284921169,
.,4.185239792,
.,4.555780888,
.,4.076390743,
.,4.923401833,
.,4.135529518,
.,4.098138809,
.,4.686998367,
.,4.205376625,
.,4.140640259,
.,4.045123577,
.,4.045907974,
.,3.994994164,
.,4.718404770,
.,4.176095963,
.,4.151467800,
.,3.999720812,
.,4.333884716,
.,4.719671249,
.,5.171630383,
.,5.104531288,
.,5.387547016,
.,3.964086533,
.,4.509107590,
.,4.617173195,
>,9.5375,
-,0.27164454854530906,
MAX REWD: 9.5375 MODEL_ID: 11,
.,4.048581600,
.,4.022033691,
.,3.964676142,
.,4.098005295,
.,4.381012440,
.,4.084316730,
.,3.999548674,
.,4.002227783,
.,3.934658527,
.,4.403912544,
.,5.205410957,
.,4.142417431,
.,4.069619179,
.,4.047745705,
.,3.887567043,
.,4.761569500,
.,4.695769787,
.,3.874170303,
.,4.313473225,
.,4.106216431,
.,4.176781654,
.,5.033321381,
.,4.408192635,
.,4.005219460,
.,4.002039433,
.,3.912022114,
.,3.904401779,
.,3.960247517,
.,4.065424442,
.,3.886365652,
.,5.175870895,
.,4.575350285,
.,3.986683369,
