7,2,32
13,11,64
4,3,64
12,7,32
2,10,8
7,9,32
5,10,32
1,8,64
4,7,64
8,11,8
14,2,32
9,7,64
2,4,8
10,11,64
10,5,64
7,12,8
12,9,32
12,11,32
5,7,32
3,10,8
6,2,8
1,8,64
3,2,8
11,13,32
2,4,64
7,4,8
6,9,32
12,4,64
4,5,8
1,5,32
12,4,64
12,7,8
2,3,8
12,10,32
14,7,64
14,1,32
13,1,8
4,10,8
3,2,32
2,3,8
8,11,64
2,6,8
2,3,32
4,11,64
9,3,64
7,2,64
4,10,32
13,7,8
8,1,32
4,2,64
7,14,64
7,14,64
9,11,32
4,14,8
1,7,64
4,13,8
14,3,32
4,12,8
1,10,64
14,4,64
14,3,32
10,6,32
3,10,32
10,8,32
2,4,32
3,14,8
12,2,8
8,14,8
7,13,64
6,4,64
14,3,8
11,13,8
4,5,8
10,5,64
1,13,8
4,11,64
14,4,32
6,1,64
14,5,8
11,14,8
1,11,32
2,11,32
6,5,32
1,12,32
1,9,64
13,2,32
5,1,32
1,4,64
4,6,8
4,14,8
12,4,32
2,1,64
5,8,8
12,14,64
3,10,8
5,3,8
11,3,8
5,1,32
14,1,64
13,4,32
4,13,32
2,7,32
1,4,64
3,2,32
5,10,8
12,5,8
11,9,64
6,5,8
13,3,64
7,14,32
13,11,8
7,6,64
8,6,8
4,2,32
4,8,64
7,13,64
5,7,64
1,10,32
13,6,32
13,14,64
5,4,32
11,14,32
3,6,8
6,7,8
2,5,64
6,7,32
3,2,8
9,5,8
6,5,8
2,5,64
14,1,32
1,13,64
6,4,32
1,13,8
2,5,8
11,6,64
3,4,64
4,2,64
5,11,64
3,9,32
12,13,8
4,14,32
14,7,8
14,12,64
2,3,64
11,12,64
1,3,8
3,13,64
3,13,8
11,10,8
11,7,64
7,1,64
10,14,32
4,13,64
12,1,8
12,2,64
11,12,64
9,1,32
6,13,64
6,12,64
5,6,64
3,11,8
2,14,8
9,10,8
13,8,64
4,1,32
6,3,8
1,2,64
13,10,32
8,2,32
8,10,32
3,10,64
10,3,32
2,4,32
12,4,64
7,6,8
13,6,8
3,10,64
12,11,8
9,8,8
4,14,64
14,11,8
8,7,64
13,11,64
12,6,64
8,1,32
1,10,64
3,13,8
8,12,32
7,1,32
11,9,8
10,5,32
3,9,8
8,9,64
13,1,8
5,6,32
6,9,8
13,7,64
12,1,8
13,2,64
