3,13,8
3,1,8
11,2,8
13,14,8
3,11,32
7,1,8
4,7,8
7,9,64
9,3,32
3,9,64
4,7,64
14,2,8
6,1,32
12,2,32
8,6,8
5,8,32
2,9,64
5,7,64
6,9,8
7,2,32
13,2,32
10,1,32
13,5,8
4,9,64
2,7,8
2,7,64
11,9,8
4,6,64
1,7,8
5,8,32
12,13,8
9,8,8
1,6,64
14,1,64
3,7,64
12,8,64
4,11,32
4,2,8
5,8,64
2,10,64
6,10,64
2,3,8
12,3,32
13,7,8
2,5,8
12,1,32
11,9,32
13,4,32
5,13,64
2,8,64
4,3,32
3,7,64
11,7,64
5,7,64
4,6,64
12,2,64
7,2,8
13,12,32
13,9,8
10,14,64
10,6,8
8,14,64
9,14,64
5,8,8
6,2,32
14,7,64
11,5,8
7,6,64
5,2,8
2,12,8
10,7,64
11,7,32
8,12,64
2,1,32
1,3,64
11,2,8
11,8,8
6,13,64
6,10,32
7,13,32
12,14,64
7,10,64
11,1,32
12,4,64
6,4,32
12,14,64
6,13,32
11,3,64
13,3,32
5,13,8
14,3,64
6,2,8
10,4,64
7,11,8
13,11,32
7,8,64
12,7,64
7,10,8
2,8,8
7,1,32
7,12,8
4,6,64
1,9,64
10,3,32
2,6,64
9,13,64
3,5,8
14,8,8
8,11,64
11,10,64
8,5,8
9,2,32
7,6,32
12,5,64
6,8,64
12,4,8
4,5,8
13,1,32
13,14,64
2,6,32
7,9,8
8,2,64
7,3,8
11,8,32
2,11,8
13,7,8
8,13,8
8,10,32
13,12,32
1,7,32
11,3,8
5,1,32
5,13,32
1,7,64
2,14,64
2,4,64
11,7,64
11,4,8
8,6,32
5,1,64
9,1,8
4,14,64
5,4,64
1,3,64
6,2,32
9,12,64
5,14,32
1,13,32
4,14,64
4,3,8
6,14,64
7,2,8
2,13,32
2,9,32
13,2,64
8,10,32
2,8,32
14,6,64
10,12,32
8,9,32
6,10,64
4,5,64
6,12,32
9,14,64
13,4,32
11,5,8
3,4,32
4,13,64
7,3,64
6,5,32
4,6,8
8,13,8
5,10,8
14,7,8
5,9,8
4,10,64
4,3,32
12,9,8
3,12,8
2,9,32
12,3,64
3,4,8
8,3,32
11,8,32
2,1,64
6,3,8
10,2,32
1,10,32
2,3,64
5,7,32
6,8,8
10,8,32
10,1,64
3,6,64
8,12,8
8,11,32
6,11,32
10,8,32
14,10,64
14,9,8
