5,3,32
4,1,8
3,13,64
11,12,8
3,11,32
10,1,8
11,13,64
5,7,8
11,2,64
4,3,8
8,12,32
14,11,64
9,10,32
7,9,8
11,13,8
8,5,8
8,7,64
6,4,64
1,7,32
13,12,64
8,10,8
2,3,64
11,8,8
2,14,32
3,13,8
10,14,64
10,9,32
10,11,8
5,3,64
3,7,32
12,9,64
8,9,64
8,1,32
8,6,32
1,2,64
9,4,32
14,3,64
5,9,32
9,6,64
9,7,32
1,9,64
7,10,64
9,6,32
11,6,8
3,5,8
4,13,8
1,3,8
12,8,8
13,11,32
14,8,32
10,9,32
6,4,64
8,2,32
5,6,32
11,5,64
4,13,32
2,3,32
3,14,8
11,9,8
4,9,8
4,7,64
2,4,64
8,13,64
9,6,32
6,1,8
5,2,32
6,14,8
5,8,64
6,11,8
5,13,64
10,14,64
9,3,8
9,11,64
11,8,32
14,3,32
4,12,64
7,9,32
13,2,64
10,3,64
6,13,8
1,13,8
7,3,64
6,1,32
1,3,32
13,11,8
9,13,64
14,4,8
6,3,32
10,6,64
3,13,64
12,2,32
14,1,32
2,14,32
10,8,8
6,11,64
3,11,64
7,12,64
14,6,8
14,13,8
6,14,64
14,11,32
6,5,64
13,14,32
3,4,64
11,1,8
2,1,32
6,8,32
9,3,32
13,1,32
13,2,8
12,6,64
8,2,64
9,4,64
10,9,64
13,7,32
8,6,32
14,2,32
8,13,8
2,11,8
11,14,8
4,7,64
11,3,8
1,4,32
13,5,32
14,9,8
6,7,64
9,1,32
5,11,64
6,12,32
14,3,64
2,10,8
14,3,32
6,14,8
9,4,64
11,7,8
2,9,8
5,9,64
13,8,32
8,12,8
13,3,8
12,10,32
3,9,32
2,3,32
9,1,32
1,2,8
1,13,8
5,2,32
6,3,64
3,12,32
13,8,32
14,12,64
4,1,8
6,12,32
14,5,32
2,11,64
4,12,8
12,4,64
9,7,8
1,9,32
2,9,8
13,11,64
3,5,64
4,11,32
1,6,8
4,11,32
1,6,8
6,11,64
1,2,64
9,1,32
5,14,8
10,1,32
14,12,32
13,11,32
4,10,8
14,6,64
5,11,8
1,6,32
6,2,8
3,8,64
1,8,64
6,2,32
9,1,8
8,9,32
4,10,8
14,1,32
4,9,32
6,7,64
11,12,64
13,3,8
3,12,64
9,2,32
13,1,64
1,11,64
8,11,64
7,3,64
7,12,32
1,6,64
9,11,32
6,9,64
12,10,8
