10,7,64
3,1,64
12,1,32
14,12,32
7,2,8
7,14,64
8,12,32
4,6,8
2,13,8
12,6,8
14,6,64
8,3,32
14,1,8
8,14,8
10,6,32
4,12,32
8,1,32
10,14,8
10,14,8
12,8,64
8,2,32
14,5,8
10,1,8
7,11,32
6,12,64
11,1,64
8,4,64
1,4,32
2,14,64
1,2,64
11,13,64
13,6,64
5,12,64
8,6,32
7,11,32
10,7,32
1,13,8
12,8,8
1,3,8
1,6,8
3,8,32
6,2,64
5,12,64
5,14,64
14,6,32
10,14,8
14,9,32
11,6,64
6,1,8
5,1,8
3,2,64
5,6,8
6,3,64
4,1,8
12,8,32
10,2,32
12,13,32
10,1,8
6,3,64
7,2,8
2,5,32
5,13,32
10,3,64
12,11,32
5,3,32
2,4,32
3,8,32
13,11,64
4,14,64
11,4,32
11,13,8
13,3,32
10,3,64
10,11,8
6,8,64
5,1,32
14,9,64
7,13,32
2,13,8
4,10,8
10,12,8
10,3,8
1,13,32
8,7,64
10,4,8
4,6,32
8,14,8
3,13,8
11,7,64
9,1,8
9,3,32
4,10,64
6,13,32
11,10,64
3,8,64
1,3,32
2,7,32
13,5,8
3,10,32
2,12,32
14,9,64
1,7,64
13,2,8
2,11,64
8,2,8
12,9,32
9,12,8
13,7,32
7,8,8
3,9,8
2,10,64
12,2,64
8,4,64
6,10,32
1,2,32
11,13,32
12,8,32
7,8,32
4,8,64
7,11,64
9,2,8
4,5,32
1,11,32
13,8,64
10,12,8
11,14,8
5,4,64
3,4,32
10,1,8
11,7,8
2,12,8
6,8,8
14,6,64
1,8,64
4,12,64
5,9,64
13,2,32
12,4,64
2,7,64
12,1,8
3,11,8
3,5,64
13,8,64
14,13,8
1,12,32
6,2,8
4,12,32
13,7,32
2,5,64
5,2,32
2,13,64
8,13,64
14,11,64
1,9,8
14,11,64
5,10,8
12,13,64
13,5,32
1,6,8
7,2,64
5,6,64
11,10,8
6,12,64
1,9,32
4,2,32
2,5,8
12,3,64
1,8,64
12,3,64
11,7,8
4,3,64
12,9,64
6,13,32
10,12,32
4,10,32
8,10,32
12,11,64
9,3,32
11,1,8
7,5,8
5,9,32
8,13,8
4,1,64
5,9,32
4,1,64
5,13,32
13,2,8
14,1,8
7,11,64
8,10,64
5,14,8
10,11,8
2,4,64
4,5,64
10,11,32
9,11,64
8,12,8
13,9,32
2,4,8
7,9,32
