3,9,64
5,2,64
6,1,64
2,14,64
4,11,32
13,4,32
11,5,32
4,3,64
13,8,32
1,3,32
14,5,64
8,9,64
2,6,32
6,12,32
10,3,32
11,5,32
9,11,32
4,6,8
7,9,8
11,6,64
10,2,32
9,10,64
8,9,32
9,11,8
3,7,8
8,1,32
9,13,32
12,7,32
4,10,8
14,10,64
5,6,8
6,11,64
12,9,8
4,1,8
3,1,32
5,9,32
2,14,32
11,13,64
1,2,64
10,14,32
8,3,64
7,10,64
7,10,8
9,1,64
14,6,8
11,13,32
14,6,8
6,7,32
9,6,8
3,7,64
8,7,8
8,6,64
14,10,64
14,7,8
9,12,64
13,9,32
5,6,8
14,6,32
12,11,32
5,3,64
10,13,8
6,8,64
1,11,8
4,1,8
12,1,32
3,11,32
11,1,8
5,9,64
8,3,32
10,13,64
8,2,8
12,10,8
10,7,64
14,4,8
11,12,32
3,13,8
4,12,8
3,14,64
6,11,32
5,8,8
1,9,64
2,3,32
4,9,32
1,7,8
12,7,8
13,10,32
12,1,64
6,12,64
1,2,8
9,13,64
8,4,8
12,1,32
13,5,8
14,12,64
10,2,64
7,12,64
13,9,8
12,9,32
13,5,64
8,11,64
14,12,8
5,11,8
10,8,32
4,13,8
5,4,8
6,3,32
14,8,32
4,14,32
8,9,32
7,5,32
2,10,64
14,5,64
13,8,64
1,2,32
4,8,64
10,5,64
1,6,32
5,14,32
1,12,64
10,11,32
3,7,8
2,8,8
1,11,64
10,14,64
12,4,32
5,11,64
5,7,8
5,12,8
13,12,8
2,9,8
7,8,8
7,12,64
7,1,8
9,7,8
10,4,8
7,13,32
7,2,64
9,11,64
6,13,64
14,8,8
4,7,64
11,9,32
5,3,64
13,8,8
14,13,64
7,11,32
10,3,32
12,2,64
9,10,8
9,14,32
11,6,32
14,5,32
12,10,8
6,7,32
9,4,8
10,13,64
7,5,32
14,9,32
11,5,32
11,13,32
6,11,8
3,2,32
8,4,64
9,3,64
6,4,8
12,8,32
1,12,32
4,11,64
3,13,8
11,12,64
14,5,64
2,5,64
5,7,64
4,5,32
1,2,32
9,14,8
11,4,8
5,10,64
3,12,64
11,7,32
3,6,64
10,6,32
1,3,8
9,2,8
5,12,32
12,7,8
9,4,64
2,13,8
6,8,64
11,10,32
5,14,32
7,10,64
11,3,64
14,3,64
14,10,32
2,6,8
1,10,64
11,13,8
10,7,64
9,5,64
